,ID,RA,DEC,z,z_Err,flag,source,comments,totobs,totexp
614,b'020180920',36.759598,-4.600389,0.297,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
615,b'020181004',36.544465,-4.600647,0.582,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
616,b'020181123',36.607113,-4.599799,1.018,-9.999,b'23',b'VVDS_DEEP',b'-',-9,-9
617,b'020181237',36.875153,-4.60252,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
618,b'020181274',36.413883,-4.599773,0.635,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
619,b'020181286',36.677969,-4.601503,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
620,b'020181338',36.369806,-4.599771,0.581,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
621,b'020181662',36.342006,-4.599838,0.608,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
622,b'020181786',36.57613,-4.598848,1.336,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
623,b'020181893',36.446155,-4.598528,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
624,b'020182227',36.521495,-4.597882,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
625,b'020182307',36.535947,-4.597218,0.309,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
626,b'020182532',36.588827,-4.596759,0.406,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
627,b'020182631',36.855455,-4.596562,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
628,b'020182694',36.44911,-4.59639,0.884,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
629,b'020182807',36.663732,-4.596101,0.322,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
630,b'020182810',36.490949,-4.597287,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
631,b'020182836',36.759863,-4.59745,0.824,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
632,b'020182926',36.531266,-4.595989,0.847,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
633,b'020182987',36.784592,-4.595922,0.381,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
634,b'020183012',36.640793,-4.596221,0.592,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
635,b'020183147',36.775405,-4.596648,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
636,b'020183295',36.504323,-4.59514,0.658,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
637,b'020183308',36.45909,-4.595293,0.897,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
638,b'020183332',36.79801,-4.596691,0.614,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
639,b'020183559',36.54009,-4.594557,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
640,b'020183598',36.850078,-4.594341,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
641,b'020183626',36.901025,-4.593785,0.534,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
642,b'020183756',36.547199,-4.593798,1.007,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
643,b'020183952',36.469623,-4.593616,0.735,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
644,b'020184140',36.786502,-4.593917,0.311,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
645,b'020184203',36.347324,-4.593036,0.226,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
646,b'020184205',36.957919,-4.593292,0.804,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
647,b'020184254',36.71402,-4.593213,1.422,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
648,b'020184512',36.917954,-4.591951,0.937,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
649,b'020184647',36.374318,-4.592559,0.382,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
650,b'020184729',36.445617,-4.593242,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
651,b'020184798',36.471713,-4.592173,1.451,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
652,b'020184810',36.442347,-4.591707,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
653,b'020184933',36.41381,-4.591339,0.719,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
654,b'020184996',36.397625,-4.591366,1.188,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
655,b'020185058',36.701119,-4.591016,0.436,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
656,b'020185322',36.420121,-4.590499,0.825,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
657,b'020185553',36.605367,-4.590214,0.683,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
658,b'020185938',36.596928,-4.589274,0.89,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
659,b'020186103',36.8111,-4.588717,0.586,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
660,b'020186381',36.433837,-4.588462,0.502,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
661,b'020186431',36.432236,-4.587401,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
662,b'020186616',36.559533,-4.587094,0.892,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
663,b'020186975',36.371611,-4.586512,0.463,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
664,b'020187012',36.279812,-4.586415,0.553,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
665,b'020187055',36.606438,-4.586796,0.69,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
666,b'020187148',36.905433,-4.587596,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
667,b'020187312',36.961341,-4.585466,1.059,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
668,b'020187420',36.592014,-4.586323,0.614,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
669,b'020187609',36.64833,-4.585158,0.793,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
670,b'020188015',36.583787,-4.584572,0.171,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
671,b'020188084',36.302087,-4.58426,0.773,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
672,b'020188089',36.357,-4.58596,2.138,-9.999,b'14',b'VVDS_DEEP',b'-',-9,-9
673,b'020188179',36.674384,-4.583506,0.328,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
674,b'020188251',36.525949,-4.583901,0.559,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
675,b'020188265',36.605537,-4.584549,0.669,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
676,b'020188383',36.38886,-4.583703,0.908,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
677,b'020188869',36.850032,-4.582046,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
678,b'020189084',36.43475,-4.581541,0.814,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
679,b'020189094',36.628524,-4.582005,0.227,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
680,b'020189280',36.651028,-4.581119,1.282,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
681,b'020189376',36.646874,-4.580797,0.551,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
682,b'020189420',36.30018,-4.581277,0.772,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
683,b'020189464',36.572171,-4.580915,0.706,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
684,b'020189509',36.475814,-4.580889,0.891,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
685,b'020189637',36.632121,-4.581242,0.297,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
686,b'020189643',36.425287,-4.579884,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
687,b'020190093',36.815058,-4.578918,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
688,b'020190233',36.786562,-4.578332,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
689,b'020190266',36.633777,-4.578785,0.794,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
690,b'020190303',36.386638,-4.579195,0.522,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
691,b'020190456',36.584246,-4.578477,0.314,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
692,b'020190479',36.439797,-4.579217,0.152,-9.999,b'14',b'VVDS_DEEP',b'-',-9,-9
693,b'020190682',36.812191,-4.578027,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
694,b'020190687',36.6601,-4.581183,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
695,b'020190764',36.940998,-4.576982,0.626,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
696,b'020190830',36.735688,-4.577239,0.779,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
697,b'020190895',36.70727,-4.577034,1.083,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
698,b'020190994',36.731102,-4.577377,0.678,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
699,b'020191008',36.518624,-4.57702,0.792,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
700,b'020191077',36.633995,-4.576405,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
701,b'020191256',36.438291,-4.576277,1.176,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
702,b'020191350',36.955592,-4.575656,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
703,b'020191445',36.702291,-4.575718,0.666,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
704,b'020191466',36.687671,-4.575021,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
705,b'020191472',36.46895,-4.576984,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
706,b'020191628',36.481604,-4.575323,0.702,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
707,b'020191637',36.749193,-4.575113,1.176,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
708,b'020191685',36.520637,-4.575925,0.792,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
709,b'020191760',36.462046,-4.575304,0.764,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
710,b'020191785',36.341032,-4.575191,0.402,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
711,b'020191790',36.569668,-4.575118,0.903,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
712,b'020192080',36.893932,-4.574236,0.613,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
713,b'020192133',36.729872,-4.57389,0.827,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
714,b'020192257',36.509123,-4.575282,1.455,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
715,b'020192281',36.494585,-4.575177,0.9,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
716,b'020192325',36.367107,-4.574379,0.427,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
717,b'020192326',36.620705,-4.574105,0.604,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
718,b'020192630',36.429033,-4.573864,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
719,b'020192635',36.568915,-4.573946,0.698,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
720,b'020192640',36.533713,-4.572882,0.703,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
721,b'020192698',36.548269,-4.573299,0.826,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
722,b'020192827',36.441098,-4.572799,0.702,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
723,b'020192833',36.81656,-4.572885,0.643,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
724,b'020192890',36.476851,-4.57218,0.825,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
725,b'020193070',36.327984,-4.572212,1.027,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
726,b'020193119',36.663126,-4.572517,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
727,b'020193168',36.518907,-4.57215,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
728,b'020193322',36.420829,-4.571886,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
729,b'020193393',36.455014,-4.571732,0.404,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
730,b'020193438',36.772925,-4.572477,0.659,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
731,b'020193529',36.710126,-4.571325,0.88,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
732,b'020193617',36.270445,-4.570618,1.04,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
733,b'020193800',36.47188,-4.56984,0.716,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
734,b'020193811',36.602888,-4.570594,0.903,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
735,b'020193828',36.62447,-4.570582,0.223,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
736,b'020193843',36.368976,-4.571107,1.088,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
737,b'020193996',36.604226,-4.569359,0.904,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
738,b'020194108',36.49627,-4.576031,0.704,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
739,b'020194147',36.484547,-4.569857,0.895,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
740,b'020194277',36.538216,-4.571339,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
741,b'020194337',36.655145,-4.569164,0.616,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
742,b'020194519',36.391283,-4.569421,0.318,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
743,b'020194574',36.728378,-4.569285,0.892,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
744,b'020194576',36.430584,-4.569552,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
745,b'020194945',36.295186,-4.569486,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
746,b'020195159',36.284733,-4.567862,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
747,b'020195160',36.759752,-4.566734,0.3,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
748,b'020195315',36.687477,-4.566742,0.959,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
749,b'020195403',36.83243,-4.566851,0.226,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
750,b'020195604',36.699997,-4.565966,1.18,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
751,b'020195682',36.668265,-4.565567,1.09,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
752,b'020195717',36.312202,-4.565961,0.773,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
753,b'020195730',36.431547,-4.565559,0.606,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
754,b'020195736',36.618178,-4.570321,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
755,b'020195876',36.661793,-4.565325,0.723,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
756,b'020196054',36.872053,-4.565523,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
757,b'020196192',36.419485,-4.564745,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
758,b'020196211',36.589556,-4.564822,0.178,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
759,b'020196239',36.698632,-4.564686,1.433,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
760,b'020196253',36.572841,-4.564705,0.313,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
761,b'020196280',36.808458,-4.564664,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
762,b'020196347',36.37423,-4.566847,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
763,b'020196404',36.315334,-4.564004,0.443,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
764,b'020196445',36.628326,-4.563906,0.697,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
765,b'020196504',36.736147,-4.563574,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
766,b'020196604',36.896761,-4.563325,0.961,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
767,b'020196642',36.615198,-4.563726,1.12,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
768,b'020196649',36.562156,-4.563559,1.123,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
769,b'020196798',36.754309,-4.563373,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
770,b'020196841',36.599267,-4.563848,0.315,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
771,b'020196865',36.512177,-4.562947,0.864,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
772,b'020196892',36.839229,-4.564509,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
773,b'020197041',36.46871,-4.562264,1.339,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
774,b'020197172',36.342227,-4.562074,0.601,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
775,b'020197185',36.369811,-4.562688,0.753,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
776,b'020197288',36.678352,-4.562186,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
777,b'020197330',36.667522,-4.562266,0.558,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
778,b'020197358',36.752186,-4.562761,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
779,b'020197428',36.953318,-4.56111,0.689,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
780,b'020197509',36.355226,-4.561574,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
781,b'020197517',36.756924,-4.562465,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
782,b'020197571',36.841039,-4.561061,0.915,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
783,b'020197690',36.398653,-4.563956,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
784,b'020197693',36.856977,-4.56064,1.29,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
785,b'020197697',36.365774,-4.561006,0.701,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
786,b'020197717',36.73175,-4.562125,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
787,b'020197796',36.814311,-4.560871,0.852,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
788,b'020197805',36.876227,-4.561144,3.326,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
789,b'020197848',36.433832,-4.560714,0.614,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
790,b'020197943',36.440334,-4.560406,1.055,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
791,b'020198146',36.933607,-4.559716,1.188,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
792,b'020198154',36.760387,-4.560297,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
793,b'020198229',36.946486,-4.559491,0.625,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
794,b'020198285',36.884165,-4.559835,0.603,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
795,b'020198326',36.393859,-4.559578,0.851,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
796,b'020198358',36.937124,-4.559213,0.613,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
797,b'020198370',36.957492,-4.558915,0.937,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
798,b'020198414',36.427397,-4.560037,0.403,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
799,b'020198639',36.753508,-4.559093,0.879,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
800,b'020198715',36.847337,-4.558363,0.305,-9.999,b'24',b'VVDS_DEEP',b'-',-9,-9
801,b'020198771',36.642511,-4.558579,1.088,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
802,b'020198988',36.757181,-4.558401,3.18,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
803,b'020198994',36.784377,-4.558259,0.886,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
804,b'020199088',36.504605,-4.558729,0.899,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
805,b'020199100',36.321192,-4.558298,0.732,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
806,b'020199214',36.277674,-4.557759,0.913,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
807,b'020199252',36.684525,-4.556988,1.055,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
808,b'020199369',36.654967,-4.556998,1.011,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
809,b'020199386',36.95092,-4.557867,0.634,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
810,b'020199627',36.895707,-4.556237,1.195,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
811,b'020199700',36.698885,-4.556347,0.615,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
812,b'020199796',36.678912,-4.557373,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
813,b'020199813',36.657359,-4.5562,0.263,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
814,b'020199832',36.755986,-4.556121,0.903,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
815,b'020199901',36.966749,-4.555759,0.939,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
816,b'020199908',36.281467,-4.556606,0.766,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
817,b'020199971',37.001192,-4.555727,0.216,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
818,b'020200020',36.459981,-4.556668,2.737,-9.999,b'13',b'VVDS_DEEP',b'-',-9,-9
819,b'020200209',36.752712,-4.554991,0.663,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
820,b'020200577',36.838434,-4.554578,1.271,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
821,b'020200827',36.415178,-4.556587,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
822,b'020200861',36.541698,-4.554385,0.146,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
823,b'020201132',36.379802,-4.552507,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
824,b'020201141',36.720721,-4.553254,1.324,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
825,b'020201199',36.844291,-4.552947,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
826,b'020201219',36.631461,-4.553254,0.319,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
827,b'020201449',36.482961,-4.554202,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
828,b'020201510',36.514876,-4.553316,0.211,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
829,b'020201541',36.610035,-4.55185,0.829,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
830,b'020201579',37.042235,-4.551766,1.485,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
831,b'020201719',36.541249,-4.552762,0.599,-9.999,b'23',b'VVDS_DEEP',b'-',-9,-9
832,b'020201766',36.503427,-4.55283,0.241,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
833,b'020201979',36.640933,-4.551567,0.437,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
834,b'020201984',36.87807,-4.551521,0.603,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
835,b'020202098',36.649517,-4.550676,0.898,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
836,b'020202117',36.60511,-4.551251,0.593,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
837,b'020202270',36.719524,-4.550557,1.19,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
838,b'020202341',36.783795,-4.550937,0.646,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
839,b'020202380',36.706895,-4.549989,0.614,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
840,b'020202421',36.786293,-4.550186,0.514,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
841,b'020202431',37.007648,-4.549596,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
842,b'020202514',36.410028,-4.550401,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
843,b'020202638',36.770505,-4.549673,1.293,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
844,b'020202702',36.672152,-4.549667,0.144,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
845,b'020202725',36.489833,-4.551611,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
846,b'020202758',36.779467,-4.549638,0.616,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
847,b'020202857',36.564662,-4.550542,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
848,b'020202935',36.735544,-4.548704,1.307,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
849,b'020202941',36.304169,-4.549487,0.341,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
850,b'020202989',36.511157,-4.548475,0.616,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
851,b'020203078',36.77611,-4.548393,1.177,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
852,b'020203241',36.511543,-4.549664,0.515,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
853,b'020203678',36.886921,-4.547488,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
854,b'020203964',36.612755,-4.546484,0.433,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
855,b'020204077',36.750827,-4.54574,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
856,b'020204159',36.434543,-4.545753,0.585,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
857,b'020204321',36.651722,-4.546263,0.632,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
858,b'020204328',36.414395,-4.549344,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
859,b'020204332',36.290621,-4.549116,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
860,b'020204535',36.351643,-4.546306,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
861,b'020204712',36.446708,-4.547888,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
862,b'020204925',36.451272,-4.544729,0.704,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
863,b'020205145',36.450166,-4.54461,0.205,-9.999,b'24',b'VVDS_DEEP',b'-',-9,-9
864,b'020205491',36.446424,-4.543348,0.768,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
865,b'020205622',36.340203,-4.543073,0.631,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
866,b'020205723',36.489512,-4.54508,0.377,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
867,b'020205812',36.849318,-4.542135,2.892,-9.999,b'14',b'VVDS_DEEP',b'-',-9,-9
868,b'020205904',36.63494,-4.54314,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
869,b'020205992',37.027633,-4.54332,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
870,b'020206207',36.452393,-4.541354,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
871,b'020206229',36.660945,-4.541739,0.556,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
