,ID,RA,DEC,z,z_Err,flag,source,comments,totobs,totexp
1291,b'020250885',36.634605,-4.449513,0.986,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1292,b'020250891',36.581568,-4.448849,1.097,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1293,b'020250926',36.858433,-4.447775,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1294,b'020250945',36.478186,-4.44881,1.224,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1295,b'020251103',36.441196,-4.4483,0.63,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1296,b'020251148',36.79263,-4.448349,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1297,b'020251415',36.647384,-4.44747,0.7,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1298,b'020251423',36.513216,-4.448211,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1299,b'020251532',36.566311,-4.447076,0.631,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1300,b'020251537',36.665617,-4.447264,0.911,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1301,b'020251606',36.685197,-4.447539,0.295,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1302,b'020251695',36.918513,-4.446761,1.026,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1303,b'020251961',36.784732,-4.446184,0.174,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1304,b'020252022',36.596198,-4.447905,0.434,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1305,b'020252058',36.830487,-4.446038,0.294,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1306,b'020252077',36.779754,-4.447342,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1307,b'020252095',36.512758,-4.448194,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1308,b'020252125',36.697043,-4.446337,0.865,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1309,b'020252140',36.643354,-4.446908,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1310,b'020252179',36.659685,-4.446308,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1311,b'020252193',36.443168,-4.447235,0.477,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1312,b'020252420',36.464243,-4.445483,0.742,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1313,b'020252595',36.418646,-4.446086,0.583,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1314,b'020252684',36.67097,-4.444008,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1315,b'020252791',36.509026,-4.445726,0.211,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1316,b'020252793',36.619919,-4.444973,0.444,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1317,b'020252863',36.960134,-4.444679,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1318,b'020252936',36.573379,-4.446726,0.0,-9.999,b'23',b'VVDS_DEEP',b'-',-9,-9
1319,b'020253046',36.958141,-4.444551,0.593,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1320,b'020253070',36.668307,-4.444939,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1321,b'020253268',36.702331,-4.444018,0.887,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1322,b'020253343',36.623332,-4.443395,1.237,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1323,b'020253367',36.644761,-4.443441,0.295,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1324,b'020253384',36.63618,-4.443704,0.982,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1325,b'020253454',36.474593,-4.443765,0.623,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1326,b'020253558',36.568007,-4.442967,0.866,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1327,b'020253700',36.641336,-4.442532,3.3,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1328,b'020253751',36.293608,-4.444303,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1329,b'020253757',36.725128,-4.442437,1.278,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1330,b'020253763',36.927569,-4.442329,1.162,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1331,b'020253766',36.717947,-4.443121,0.408,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1332,b'020253802',36.552687,-4.442838,0.429,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1333,b'020253869',36.511268,-4.443153,0.901,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1334,b'020253895',36.445195,-4.442031,0.864,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1335,b'020253917',36.34191,-4.442357,0.466,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1336,b'020254371',36.790169,-4.44122,0.385,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1337,b'020254511',36.903896,-4.442029,1.747,-9.999,b'14',b'VVDS_DEEP',b'-',-9,-9
1338,b'020254517',36.66104,-4.441258,0.583,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1339,b'020254545',36.563337,-4.441553,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1340,b'020254546',36.525107,-4.441087,0.447,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1341,b'020254553',36.786953,-4.440001,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1342,b'020254567',36.33076,-4.440585,1.29,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1343,b'020254576',36.36344,-4.441951,3.853,-9.999,b'14',b'VVDS_DEEP',b'-',-9,-9
1344,b'020254696',36.618503,-4.441028,1.058,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1345,b'020254748',36.516947,-4.441333,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1346,b'020254832',36.593949,-4.440644,1.128,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1347,b'020255081',36.640881,-4.439614,1.229,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1348,b'020255092',36.895494,-4.439842,0.317,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1349,b'020255176',36.677433,-4.439093,0.331,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1350,b'020255178',36.652214,-4.439713,1.241,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1351,b'020255185',36.939844,-4.439539,3.278,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1352,b'020255264',36.340235,-4.440266,0.91,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1353,b'020255458',36.860253,-4.439704,0.844,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1354,b'020255576',36.923629,-4.438829,1.215,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1355,b'020255581',36.550786,-4.438375,1.47,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1356,b'020255699',36.649314,-4.438386,0.885,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1357,b'020255780',36.560439,-4.438324,1.012,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1358,b'020255800',36.592685,-4.438409,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1359,b'020255806',36.634237,-4.441996,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1360,b'020255824',36.772435,-4.437657,0.527,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1361,b'020255830',36.884104,-4.437991,0.574,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1362,b'020255831',36.916118,-4.43783,0.548,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1363,b'020255923',36.592852,-4.437403,0.952,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1364,b'020255935',36.847711,-4.438303,0.391,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1365,b'020255956',36.58157,-4.438224,1.122,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1366,b'020255979',36.561823,-4.438151,0.917,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1367,b'020256041',36.675885,-4.436997,0.63,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1368,b'020256052',36.741212,-4.437584,0.601,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1369,b'020256077',36.776498,-4.437472,0.497,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1370,b'020256143',36.931243,-4.437816,1.067,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1371,b'020256248',36.613443,-4.437556,0.961,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1372,b'020256349',36.619293,-4.436444,0.707,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1373,b'020256381',36.71748,-4.436494,1.229,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1374,b'020256456',36.34728,-4.437932,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1375,b'020256465',36.604576,-4.437112,0.864,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1376,b'020256565',36.672067,-4.436842,0.637,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1377,b'020256577',36.272245,-4.438061,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1378,b'020256598',36.557604,-4.43632,0.621,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1379,b'020256662',36.514448,-4.440304,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1380,b'020256709',36.769612,-4.435997,1.408,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1381,b'020256785',36.774605,-4.43559,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1382,b'020256786',36.465541,-4.436988,0.445,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1383,b'020256852',36.365364,-4.437527,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1384,b'020256875',36.694382,-4.435293,0.411,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1385,b'020256912',37.051486,-4.436402,0.481,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1386,b'020257022',36.669672,-4.435223,1.086,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1387,b'020257215',36.662202,-4.434959,0.587,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1388,b'020257358',36.826614,-4.433914,0.963,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1389,b'020257456',36.498248,-4.435536,0.583,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1390,b'020257608',36.67345,-4.434301,0.255,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1391,b'020257652',36.882262,-4.43359,0.854,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1392,b'020257768',36.610979,-4.432726,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1393,b'020257924',36.590562,-4.433626,0.576,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1394,b'020258072',36.731309,-4.433123,0.535,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1395,b'020258122',36.674587,-4.433252,0.962,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1396,b'020258174',36.675573,-4.432768,0.964,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1397,b'020258328',36.524574,-4.432029,0.883,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1398,b'020258361',36.370335,-4.432589,0.772,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1399,b'020258514',36.450596,-4.432461,0.445,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1400,b'020258611',36.875129,-4.434488,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1401,b'020258613',36.273958,-4.432672,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1402,b'020258622',36.583576,-4.431809,1.339,-9.999,b'14',b'VVDS_DEEP',b'-',-9,-9
1403,b'020258659',36.703169,-4.432018,0.387,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1404,b'020258725',36.502739,-4.432852,1.044,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1405,b'020258750',36.521476,-4.432759,0.915,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1406,b'020258839',36.736421,-4.432071,0.688,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1407,b'020259058',36.53737,-4.43214,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1408,b'020259100',36.686919,-4.43086,1.143,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1409,b'020259138',36.47869,-4.430513,0.886,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1410,b'020259238',36.691176,-4.429868,0.813,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1411,b'020259330',36.418198,-4.430959,0.894,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1412,b'020259439',36.374639,-4.430659,0.915,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1413,b'020259538',36.566906,-4.429895,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1414,b'020259968',36.620643,-4.428202,0.655,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1415,b'020260019',36.373409,-4.42939,0.918,-9.999,b'23',b'VVDS_DEEP',b'-',-9,-9
1416,b'020260051',36.763184,-4.428541,0.93,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1417,b'020260085',36.655609,-4.428846,0.709,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1418,b'020260180',36.571615,-4.427966,0.764,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1419,b'020260323',36.602963,-4.429404,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1420,b'020260376',36.571349,-4.427463,0.769,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1421,b'020260458',36.484116,-4.427599,0.863,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1422,b'020260482',36.432199,-4.427163,0.277,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1423,b'020260550',36.693205,-4.42745,0.723,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1424,b'020260559',36.655374,-4.427911,0.709,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1425,b'020260573',36.668166,-4.427587,0.298,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1426,b'020260910',36.844077,-4.426653,1.082,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1427,b'020261036',36.416501,-4.42637,1.539,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1428,b'020261345',36.668724,-4.425743,0.327,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1429,b'020261349',36.792164,-4.425833,1.245,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1430,b'020261404',36.943071,-4.424576,1.068,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1431,b'020261424',36.664489,-4.425251,1.241,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1432,b'020261706',36.444597,-4.423889,0.611,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1433,b'020261844',36.664589,-4.424134,0.321,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1434,b'020261863',36.473157,-4.423649,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1435,b'020261893',36.528599,-4.424717,0.594,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1436,b'020262023',36.520871,-4.426076,1.43,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1437,b'020262341',36.481486,-4.423113,0.614,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1438,b'020262454',36.75984,-4.423055,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1439,b'020262582',36.631269,-4.422534,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1440,b'020262607',36.798335,-4.422899,0.032,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1441,b'020262718',36.576195,-4.422706,0.0,-9.999,b'24',b'VVDS_DEEP',b'-',-9,-9
1442,b'020262777',36.649837,-4.422696,0.769,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1443,b'020263033',36.768312,-4.421645,0.83,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1444,b'020263119',36.90213,-4.421456,0.511,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1445,b'020263138',36.575825,-4.422793,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1446,b'020263178',36.281232,-4.42188,0.852,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1447,b'020263250',36.878565,-4.42102,0.406,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1448,b'020263328',36.868558,-4.423594,0.463,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1449,b'020263408',36.571746,-4.421226,0.211,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1450,b'020263426',36.687689,-4.42172,0.704,-9.999,b'23',b'VVDS_DEEP',b'-',-9,-9
1451,b'020263558',36.771207,-4.420305,0.778,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1452,b'020263567',36.549528,-4.420917,0.432,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1453,b'020263881',36.439565,-4.419786,0.563,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1454,b'020263967',36.751024,-4.419945,0.859,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1455,b'020264184',36.557139,-4.4192,0.373,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1456,b'020264191',36.629456,-4.420816,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1457,b'020264306',36.609558,-4.419639,0.766,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1458,b'020264370',36.309187,-4.418824,0.445,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1459,b'020264518',36.638923,-4.417916,0.859,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1460,b'020264572',36.674978,-4.418002,0.767,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1461,b'020264688',36.507715,-4.417894,0.594,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1462,b'020264743',36.44143,-4.418196,0.63,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1463,b'020264769',36.559848,-4.416987,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1464,b'020264796',36.944933,-4.417229,0.622,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1465,b'020264817',36.565632,-4.417148,0.943,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1466,b'020264823',36.633899,-4.417868,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1467,b'020264885',36.514189,-4.417733,1.075,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1468,b'020265048',36.682969,-4.41693,1.282,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1469,b'020265688',36.734521,-4.416298,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1470,b'020265898',36.709222,-4.415472,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1471,b'020266144',36.857428,-4.41545,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1472,b'020266201',36.851368,-4.414286,0.32,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1473,b'020266497',36.548139,-4.413326,0.694,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1474,b'020266562',36.663117,-4.414848,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1475,b'020266717',36.500253,-4.413831,0.864,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1476,b'020267398',36.891979,-4.411676,1.248,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1477,b'020267425',36.414554,-4.412123,0.561,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1478,b'020267457',36.31436,-4.413206,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1479,b'020267566',36.701501,-4.414287,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1480,b'020267676',36.569365,-4.411431,0.434,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1481,b'020267727',36.494449,-4.410939,0.883,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1482,b'020267751',36.469095,-4.410857,0.802,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1483,b'020267961',36.497495,-4.414015,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1484,b'020268072',36.616299,-4.410095,1.231,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1485,b'020268754',36.540107,-4.410483,2.719,-9.999,b'14',b'VVDS_DEEP',b'-',-9,-9
1486,b'020269094',36.896351,-4.407817,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1487,b'020269360',36.380022,-4.407795,0.621,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1488,b'020269544',36.928472,-4.406934,0.698,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1489,b'020269614',36.386354,-4.407644,0.922,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1490,b'020269776',36.53345,-4.410839,0.053,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1491,b'020270631',36.518628,-4.404538,1.014,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1492,b'020270683',36.423109,-4.404274,0.635,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1493,b'020270983',36.499585,-4.404975,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1494,b'020271133',36.595952,-4.402998,1.046,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1495,b'020271210',36.294006,-4.403295,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1496,b'020271307',36.614864,-4.404379,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1497,b'020271402',36.916341,-4.403882,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1498,b'020271741',36.302516,-4.403314,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1499,b'020271781',36.590835,-4.404774,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1500,b'020272199',36.922311,-4.402133,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1501,b'020272573',36.608896,-4.400886,2.682,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1502,b'020272663',36.528505,-4.400014,0.601,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1503,b'020272727',36.94075,-4.399783,0.909,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1504,b'020272799',36.376895,-4.400813,1.208,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1505,b'020273023',36.873794,-4.39963,0.186,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1506,b'020273060',36.626106,-4.399534,0.632,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1507,b'020273198',36.509687,-4.398609,0.886,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1508,b'020273299',36.365716,-4.398679,0.913,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1509,b'020273333',36.272402,-4.398568,0.787,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1510,b'020273868',36.446264,-4.397393,0.916,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1511,b'020274072',36.289431,-4.397183,0.867,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1512,b'020274124',36.479608,-4.39783,0.43,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1513,b'020274204',36.852407,-4.397279,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1514,b'020274208',36.329065,-4.3966,0.863,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1515,b'020274252',37.028357,-4.396344,0.338,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1516,b'020274269',36.91147,-4.396372,0.346,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1517,b'020274273',36.865232,-4.396107,0.961,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1518,b'020274447',36.567882,-4.397874,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1519,b'020274539',36.296285,-4.395681,0.851,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1520,b'020274656',36.314403,-4.395928,0.0,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1521,b'020274703',36.543182,-4.395431,0.599,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1522,b'020274776',36.448031,-4.395777,0.917,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1523,b'020274862',36.472546,-4.394522,0.496,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1524,b'020275272',36.948151,-4.3942,0.307,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1525,b'020275277',36.446831,-4.394605,0.602,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1526,b'020275298',36.470596,-4.394702,0.544,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1527,b'020275300',36.587289,-4.394229,0.444,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1528,b'020275440',36.266901,-4.394903,0.557,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1529,b'020275499',36.32001,-4.393484,0.667,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1530,b'020275924',36.959654,-4.392667,0.586,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1531,b'020276021',36.278431,-4.393301,0.362,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1532,b'020276040',36.474662,-4.393566,0.925,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1533,b'020276146',36.415777,-4.393656,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1534,b'020276244',36.502335,-4.392512,0.631,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1535,b'020276255',36.875772,-4.391995,0.494,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1536,b'020276290',36.877043,-4.391592,0.96,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1537,b'020276411',36.614745,-4.392299,0.406,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1538,b'020276437',36.534383,-4.392543,0.737,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1539,b'020276676',36.555781,-4.391452,0.96,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1540,b'020276735',36.98838,-4.394909,0.0,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1541,b'020276831',36.491749,-4.39114,0.546,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
1542,b'020276926',36.570009,-4.390102,1.036,-9.999,b'3',b'VVDS_DEEP',b'-',-9,-9
1543,b'020277112',36.40244,-4.39134,0.854,-9.999,b'4',b'VVDS_DEEP',b'-',-9,-9
